player_name,team,opponent,prop_type,line,odds_type,our_probability,pp_implied_probability,edge,expected_value,ev_pct,individual_multiplier,confidence,multiplier_source,reasoning
Artturi Lehkonen,COL,UNK,shots,1.5,goblin,85.1%,70.7%,+14.4%,0.20350922123536574,+20.4%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (52.7%), normal distribution (mean=2.6, sd=1.0)"
Troy Terry,ANA,UNK,shots,1.5,goblin,84.8%,70.7%,+14.1%,0.19941695309781915,+19.9%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (51.9%), normal distribution (mean=2.5, sd=1.0)"
Ilya Sorokin,NYI,UNK,goalie_saves,29.5,demon,59.8%,50.0%,+9.8%,0.19532576874999985,+19.5%,2.0,20%,fallback_assumption,"Saves model: 26.4 saves (SV%=0.868, σ=6.0, confidence=75%) | Distance: -3.1 saves from 29.5 line"
Lukas Dostal,ANA,UNK,goalie_saves,30.5,demon,59.7%,50.0%,+9.7%,0.19463694580205937,+19.5%,2.0,20%,fallback_assumption,"Extrapolated from 29.5 (63.0%), normal distribution (mean=33.4, sd=11.7)"
Lukas Dostal,ANA,UNK,goalie_saves,28.5,demon,59.7%,50.0%,+9.7%,0.1934516725715334,+19.3%,2.0,20%,fallback_assumption,Interpolated between 27.5 (56.3%) and 29.5 (63.0%)
John Carlson,WSH,UNK,shots,2.5,demon,59.4%,50.0%,+9.4%,0.18862146842403682,+18.9%,2.0,20%,fallback_assumption,2.6 SOG/G | Favorite (GS: 1.03x)
Anders Lee,NYI,UNK,shots,2.5,demon,59.1%,50.0%,+9.1%,0.18299396110078314,+18.3%,2.0,20%,fallback_assumption,2.9 SOG/G | Underdog (GS: 1.00x)
Cutter Gauthier,ANA,UNK,shots,5.5,demon,58.8%,50.0%,+8.8%,0.1761277015936451,+17.6%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (92.9%), normal distribution (mean=6.0, sd=2.4)"
Tomas Hertl,VGK,UNK,shots,2.5,demon,58.7%,50.0%,+8.7%,0.1748963950027973,+17.5%,2.0,20%,fallback_assumption,2.3 SOG/G | Favorite (GS: 1.08x)
Cale Makar,COL,UNK,shots,2.5,standard,67.3%,57.7%,+9.6%,0.165966312598693,+16.6%,1.732,20%,fallback_assumption,2.9 SOG/G | Underdog (GS: 1.05x)
Tom Wilson,WSH,UNK,shots,1.5,goblin,82.2%,70.7%,+11.5%,0.16263664221796437,+16.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (45.0%), normal distribution (mean=2.4, sd=1.0)"
Pavel Dorofeyev,VGK,UNK,shots,2.5,goblin,81.9%,70.7%,+11.2%,0.1580791522885303,+15.8%,1.414,20%,fallback_assumption,3.3 SOG/G | Favorite (GS: 1.08x)
Martin Necas,COL,UNK,points,0.5,goblin,81.9%,70.7%,+11.2%,0.1579294204545454,+15.8%,1.414,20%,fallback_assumption,1.18 PPG | Underdog (GS: 1.05x)
Aliaksei Protas,WSH,UNK,shots,2.5,demon,57.5%,50.0%,+7.5%,0.14943356631540472,+14.9%,2.0,20%,fallback_assumption,2.5 SOG/G | Favorite (GS: 1.03x)
Alex DeBrincat,DET,UNK,shots,3.5,demon,57.2%,50.0%,+7.2%,0.1440726495243705,+14.4%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (80.1%), normal distribution (mean=3.8, sd=1.5)"
Jack Eichel,VGK,UNK,points,1.5,demon,57.0%,50.0%,+7.0%,0.1399999999999999,+14.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (95.0%), exponential decay for +1.0 line (decay rate: 0.6)"
Nathan MacKinnon,COL,UNK,points,1.5,demon,57.0%,50.0%,+7.0%,0.1399999999999999,+14.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (95.0%), exponential decay for +1.0 line (decay rate: 0.6)"
Jack Eichel,VGK,UNK,points,1.5,demon,57.0%,50.0%,+7.0%,0.1399999999999999,+14.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (95.0%), exponential decay for +1.0 line (decay rate: 0.6)"
Nathan MacKinnon,COL,UNK,points,1.5,demon,57.0%,50.0%,+7.0%,0.1399999999999999,+14.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (95.0%), exponential decay for +1.0 line (decay rate: 0.6)"
Dylan Larkin,DET,UNK,points,1.5,demon,57.0%,50.0%,+7.0%,0.1399999999999999,+14.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (95.0%), exponential decay for +1.0 line (decay rate: 0.6)"
Mitch Marner,VGK,UNK,shots,1.5,standard,65.7%,57.7%,+7.9%,0.1372982802375926,+13.7%,1.732,20%,fallback_assumption,"Extrapolated from 2.5 (16.0%), normal distribution (mean=1.8, sd=0.7)"
Ilya Sorokin,NYI,UNK,goalie_saves,28.5,demon,56.6%,50.0%,+6.6%,0.13282576874999985,+13.3%,2.0,20%,fallback_assumption,Interpolated between 27.5 (53.5%) and 29.5 (59.8%)
Dylan Strome,WSH,UNK,points,0.5,goblin,80.1%,70.7%,+9.4%,0.13237833333333326,+13.2%,1.414,20%,fallback_assumption,1.11 PPG | Favorite (GS: 1.03x)
Alex DeBrincat,DET,UNK,shots,2.5,goblin,80.1%,70.7%,+9.3%,0.1321296910850056,+13.2%,1.414,20%,fallback_assumption,3.5 SOG/G
Logan Thompson,WSH,UNK,goalie_saves,28.5,demon,56.6%,50.0%,+6.6%,0.13154082975227022,+13.2%,2.0,20%,fallback_assumption,"Extrapolated from 27.5 (60.3%), normal distribution (mean=30.3, sd=10.6)"
Leo Carlsson,ANA,UNK,points,1.5,demon,56.3%,50.0%,+6.3%,0.12549999999999994,+12.5%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (93.8%), exponential decay for +1.0 line (decay rate: 0.6)"
Alex DeBrincat,DET,UNK,points,0.5,goblin,79.6%,70.7%,+8.9%,0.12541545454545422,+12.5%,1.414,20%,fallback_assumption,1.09 PPG
Tom Wilson,WSH,UNK,points,0.5,goblin,79.5%,70.7%,+8.8%,0.12388255000000004,+12.4%,1.414,20%,fallback_assumption,1.10 PPG | Favorite (GS: 1.03x)
Logan Thompson,WSH,UNK,goalie_saves,26.5,demon,55.3%,50.0%,+5.3%,0.10517905250000004,+10.5%,2.0,20%,fallback_assumption,Interpolated between 25.5 (50.3%) and 27.5 (60.3%)
John Carlson,WSH,UNK,points,0.5,standard,63.6%,57.7%,+5.9%,0.10236026666666675,+10.2%,1.732,20%,fallback_assumption,0.78 PPG | Favorite (GS: 1.03x)
Mitch Marner,VGK,UNK,points,1.5,demon,54.9%,50.0%,+4.9%,0.09849470000000005,+9.8%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (91.5%), exponential decay for +1.0 line (decay rate: 0.6)"
Mitch Marner,VGK,UNK,points,1.5,demon,54.9%,50.0%,+4.9%,0.09849470000000005,+9.8%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (91.5%), exponential decay for +1.0 line (decay rate: 0.6)"
Cale Makar,COL,UNK,points,1.5,demon,54.8%,50.0%,+4.8%,0.09694318181818162,+9.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (91.4%), exponential decay for +1.0 line (decay rate: 0.6)"
Cale Makar,COL,UNK,points,1.5,demon,54.8%,50.0%,+4.8%,0.09694318181818162,+9.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (91.4%), exponential decay for +1.0 line (decay rate: 0.6)"
Martin Necas,COL,UNK,shots,1.5,goblin,76.1%,70.7%,+5.4%,0.07617997449225,+7.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (31.4%), normal distribution (mean=2.1, sd=0.8)"
Nathan MacKinnon,COL,UNK,shots,4.5,demon,53.5%,50.0%,+3.5%,0.07069873877229726,+7.1%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (87.7%), normal distribution (mean=4.7, sd=1.9)"
Ilya Sorokin,NYI,UNK,goalie_saves,27.5,demon,53.5%,50.0%,+3.5%,0.07032576874999985,+7.0%,2.0,20%,fallback_assumption,"Saves model: 26.4 saves (SV%=0.868, σ=6.0, confidence=75%) | Distance: -1.1 saves from 27.5 line"
Lucas Raymond,DET,UNK,points,0.5,goblin,74.6%,70.7%,+3.9%,0.05519749999999979,+5.5%,1.414,20%,fallback_assumption,1.00 PPG
Artturi Lehkonen,COL,UNK,shots,2.5,demon,52.7%,50.0%,+2.7%,0.05491335204472225,+5.5%,2.0,20%,fallback_assumption,2.5 SOG/G | Underdog (GS: 1.05x)
Troy Terry,ANA,UNK,points,1.5,demon,52.2%,50.0%,+2.2%,0.04499999999999993,+4.5%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (87.1%), exponential decay for +1.0 line (decay rate: 0.6)"
Tomas Hertl,VGK,UNK,points,0.5,goblin,73.7%,70.7%,+2.9%,0.04149469112500004,+4.1%,1.414,20%,fallback_assumption,0.90 PPG | Favorite (GS: 1.08x)
Troy Terry,ANA,UNK,shots,2.5,demon,51.9%,50.0%,+1.9%,0.038457791535001284,+3.8%,2.0,20%,fallback_assumption,2.1 SOG/G
Logan Thompson,WSH,UNK,goalie_saves,20.5,goblin,73.4%,70.7%,+2.7%,0.038273420967792626,+3.8%,1.414,20%,fallback_assumption,"Extrapolated from 21.5 (69.7%), normal distribution (mean=26.2, sd=9.2)"
Logan Thompson,WSH,UNK,goalie_saves,23.5,standard,59.7%,57.7%,+2.0%,0.034714940534999794,+3.5%,1.732,20%,fallback_assumption,"Saves model: 25.4 saves (SV%=0.939, σ=4.0, confidence=80%) | Distance: +1.9 saves from 23.5 line"
